shirt_number,position,name,date_of_birth,age,nationality,club_name,league_name
5,Left-Back,Ludwig Augustinsson,1994-04-21,23,Sweden,Werder Bremen,1.Bundesliga
4,Right-Back,Robert Bauer,1995-04-09,22,Germany,Werder Bremen,1.Bundesliga
23,Right-Back,Theodor Gebre Selassie,1986-12-24,31,Czech Republic,Werder Bremen,1.Bundesliga
35,Defensive Midfield,Maximilian Eggestein,1996-12-08,21,Germany,Werder Bremen,1.Bundesliga
44,Defensive Midfield,Philipp Bargfrede,1989-03-03,28,Germany,Werder Bremen,1.Bundesliga
6,Central Midfield,Thomas Delaney,1991-09-03,26,Denmark,Werder Bremen,1.Bundesliga
8,Central Midfield,Jérôme Gondorf,1988-06-26,29,Germany,Werder Bremen,1.Bundesliga
14,Central Midfield,Ole Käuper,1997-01-09,21,Germany,Werder Bremen,1.Bundesliga
15,Right Midfield,Izet Hajrovic,1991-08-04,26,Bosnia-Herzegovina,Werder Bremen,1.Bundesliga
7,Left Midfield,Florian Kainz,1992-10-24,25,Austria,Werder Bremen,1.Bundesliga
16,Attacking Midfield,Zlatko Junuzovic,1987-09-26,30,Austria,Werder Bremen,1.Bundesliga
38,Attacking Midfield,Niklas Schmidt,1998-03-01,19,Germany,Werder Bremen,1.Bundesliga
17,Right Wing,Justin Eilers,1988-06-13,29,Germany,Werder Bremen,1.Bundesliga
10,Secondary Striker,Max Kruse,1988-03-19,29,Germany,Werder Bremen,1.Bundesliga
29,Secondary Striker,Ishak Belfodil,1992-01-12,25,Algeria,Werder Bremen,1.Bundesliga
22,Secondary Striker,Fin Bartels,1987-02-07,30,Germany,Werder Bremen,1.Bundesliga
19,Centre-Forward,Yuning Zhang,1997-01-05,21,China,Werder Bremen,1.Bundesliga
9,Centre-Forward,Aron Jóhannsson,1990-11-10,27,United States,Werder Bremen,1.Bundesliga
24,Centre-Forward,Johannes Eggestein,1998-05-08,19,Germany,Werder Bremen,1.Bundesliga
1,Keeper,Philipp Tschauner,1985-11-03,32,Germany,Hannover 96,1.Bundesliga
23,Keeper,Michael Esser,1987-11-22,30,Germany,Hannover 96,1.Bundesliga
30,Keeper,Samuel Sahin-Radlinger,1992-11-07,25,Austria,Hannover 96,1.Bundesliga
20,Centre-Back,Salif Sané,1990-08-25,27,Senegal,Hannover 96,1.Bundesliga
31,Centre-Back,Waldemar Anton,1996-07-20,21,Germany,Hannover 96,1.Bundesliga
2,Centre-Back,Josip Elez,1994-04-25,23,Croatia,Hannover 96,1.Bundesliga
19,Centre-Back,Florian Hübner,1991-03-01,26,Germany,Hannover 96,1.Bundesliga
5,Centre-Back,Felipe,1987-05-15,30,Brazil,Hannover 96,1.Bundesliga
15,Centre-Back,Timo Hübers,1996-07-20,21,Germany,Hannover 96,1.Bundesliga
22,Left-Back,Matthias Ostrzolek,1990-06-05,27,Germany,Hannover 96,1.Bundesliga
3,Left-Back,Miiko Albornoz,1990-11-30,27,Chile,Hannover 96,1.Bundesliga
4,Right-Back,Julian Korb,1992-03-21,25,Germany,Hannover 96,1.Bundesliga
25,Right-Back,Oliver Sorg,1990-05-29,27,Germany,Hannover 96,1.Bundesliga
27,Defensive Midfield,Pirmin Schwegler,1987-03-09,30,Switzerland,Hannover 96,1.Bundesliga
8,Defensive Midfield,Manuel Schmiedebach,1988-12-05,29,Germany,Hannover 96,1.Bundesliga
6,Central Midfield,Marvin Bakalorz,1989-09-13,28,Germany,Hannover 96,1.Bundesliga
18,Central Midfield,Iver Fossum,1996-07-15,21,Norway,Hannover 96,1.Bundesliga
7,Left Midfield,Edgar Prib,1989-12-15,28,Germany,Hannover 96,1.Bundesliga
10,Attacking Midfield,Sebastian Maier,1993-09-18,24,Germany,Hannover 96,1.Bundesliga
28,Attacking Midfield,Mike-Steven Bähre,1995-08-10,22,Germany,Hannover 96,1.Bundesliga
38,Attacking Midfield,Tom Baller,1998-08-02,19,Germany,Hannover 96,1.Bundesliga
11,Left Wing,Felix Klaus,1992-09-13,25,Germany,Hannover 96,1.Bundesliga
26,Left Wing,Kenan Karaman,1994-03-05,23,Turkey,Hannover 96,1.Bundesliga
13,Right Wing,Ihlas Bebou,1994-04-23,23,Togo,Hannover 96,1.Bundesliga
37,Right Wing,Noah Joel Sarenren Bazee,1996-08-21,21,Nigeria,Hannover 96,1.Bundesliga
17,Right Wing,Uffe Bech,1993-01-13,24,Denmark,Hannover 96,1.Bundesliga
16,Right Wing,Yousef Emghames,1998-01-19,19,Germany,Hannover 96,1.Bundesliga
9,Centre-Forward,Jonathas,1989-03-06,28,Brazil,Hannover 96,1.Bundesliga
14,Centre-Forward,Martin Harnik,1987-06-10,30,Austria,Hannover 96,1.Bundesliga
24,Centre-Forward,Niclas Füllkrug,1993-02-09,24,Germany,Hannover 96,1.Bundesliga
35,Centre-Forward,Charlison Benschop,1989-08-21,28,Curacao,Hannover 96,1.Bundesliga
1,Keeper,Marc-André ter Stegen,1992-04-30,25,Germany,FC Barcelona,LaLiga
13,Keeper,Jasper Cillessen,1989-04-22,28,Netherlands,FC Barcelona,LaLiga
3,Centre-Back,Gerard Piqué,1987-02-02,30,Spain,FC Barcelona,LaLiga
23,Centre-Back,Samuel Umtiti,1993-11-14,24,France,FC Barcelona,LaLiga
14,Centre-Back,Javier Mascherano,1984-06-08,33,Argentina,FC Barcelona,LaLiga
25,Centre-Back,Thomas Vermaelen,1985-11-14,32,Belgium,FC Barcelona,LaLiga
18,Left-Back,Jordi Alba,1989-03-21,28,Spain,FC Barcelona,LaLiga
19,Left-Back,Lucas Digne,1993-07-20,24,France,FC Barcelona,LaLiga
20,Right-Back,Sergi Roberto,1992-02-07,25,Spain,FC Barcelona,LaLiga
2,Right-Back,Nélson Semedo,1993-11-16,24,Portugal,FC Barcelona,LaLiga
22,Right-Back,Aleix Vidal,1989-08-21,28,Spain,FC Barcelona,LaLiga
5,Defensive Midfield,Sergio Busquets,1988-07-16,29,Spain,FC Barcelona,LaLiga
4,Central Midfield,Ivan Rakitic,1988-03-10,29,Croatia,FC Barcelona,LaLiga
15,Central Midfield,Paulinho,1988-07-25,29,Brazil,FC Barcelona,LaLiga
21,Central Midfield,André Gomes,1993-07-30,24,Portugal,FC Barcelona,LaLiga
8,Central Midfield,Andrés Iniesta,1984-05-11,33,Spain,FC Barcelona,LaLiga
6,Central Midfield,Denis Suárez,1994-01-06,24,Spain,FC Barcelona,LaLiga
12,Central Midfield,Rafinha,1993-02-12,24,Brazil,FC Barcelona,LaLiga
NA,Attacking Midfield,Philippe Coutinho,1992-06-12,25,Brazil,FC Barcelona,LaLiga
11,Left Wing,Ousmane Dembélé,1997-05-15,20,France,FC Barcelona,LaLiga
7,Left Wing,Arda Turan,1987-01-30,30,Turkey,FC Barcelona,LaLiga
10,Right Wing,Lionel Messi,1987-06-24,30,Argentina,FC Barcelona,LaLiga
16,Right Wing,Gerard Deulofeu,1994-03-13,23,Spain,FC Barcelona,LaLiga
9,Centre-Forward,Luis Suárez,1987-01-24,30,Uruguay,FC Barcelona,LaLiga
17,Centre-Forward,Paco Alcácer,1993-08-30,24,Spain,FC Barcelona,LaLiga
1,Keeper,Keylor Navas,1986-12-15,31,Costa Rica,Real Madrid,LaLiga
13,Keeper,Kiko Casilla,1986-10-02,31,Spain,Real Madrid,LaLiga
4,Centre-Back,Sergio Ramos,1986-03-30,31,Spain,Real Madrid,LaLiga
5,Centre-Back,Raphaël Varane,1993-04-25,24,France,Real Madrid,LaLiga
6,Centre-Back,Nacho Fernández,1990-01-18,27,Spain,Real Madrid,LaLiga
3,Centre-Back,Jesús Vallejo,1997-01-05,21,Spain,Real Madrid,LaLiga
12,Left-Back,Marcelo,1988-05-12,29,Brazil,Real Madrid,LaLiga
15,Left-Back,Theo Hernández,1997-10-06,20,France,Real Madrid,LaLiga
2,Right-Back,Daniel Carvajal,1992-01-11,25,Spain,Real Madrid,LaLiga
19,Right-Back,Achraf Hakimi,1998-11-04,19,Morocco,Real Madrid,LaLiga
14,Defensive Midfield,Casemiro,1992-02-23,25,Brazil,Real Madrid,LaLiga
18,Defensive Midfield,Marcos Llorente,1995-01-30,22,Spain,Real Madrid,LaLiga
8,Central Midfield,Toni Kroos,1990-01-04,28,Germany,Real Madrid,LaLiga
10,Central Midfield,Luka Modric,1985-09-09,32,Croatia,Real Madrid,LaLiga
23,Central Midfield,Mateo Kovacic,1994-05-06,23,Croatia,Real Madrid,LaLiga
24,Central Midfield,Dani Ceballos,1996-08-07,21,Spain,Real Madrid,LaLiga
22,Attacking Midfield,Isco,1992-04-21,25,Spain,Real Madrid,LaLiga
20,Left Wing,Marco Asensio,1996-01-21,21,Spain,Real Madrid,LaLiga
11,Right Wing,Gareth Bale,1989-07-16,28,Wales,Real Madrid,LaLiga
17,Right Wing,Lucas Vázquez,1991-07-01,26,Spain,Real Madrid,LaLiga
7,Centre-Forward,Cristiano Ronaldo,1985-02-05,32,Portugal,Real Madrid,LaLiga
9,Centre-Forward,Karim Benzema,1987-12-19,30,France,Real Madrid,LaLiga
21,Centre-Forward,Borja Mayoral,1997-04-05,20,Spain,Real Madrid,LaLiga
13,Keeper,Jan Oblak,1993-01-07,25,Slovenia,Atlético Madrid,LaLiga
1,Keeper,Miguel Ángel Moyà,1984-04-02,33,Spain,Atlético Madrid,LaLiga
25,Keeper,Axel Werner,1996-02-28,21,Argentina,Atlético Madrid,LaLiga
2,Centre-Back,Diego Godín,1986-02-16,31,Uruguay,Atlético Madrid,LaLiga
24,Centre-Back,José Giménez,1995-01-20,22,Uruguay,Atlético Madrid,LaLiga
15,Centre-Back,Stefan Savic,1991-01-08,27,Montenegro,Atlético Madrid,LaLiga
19,Centre-Back,Lucas Hernández,1996-02-14,21,France,Atlético Madrid,LaLiga
3,Left-Back,Filipe Luís,1985-08-09,32,Brazil,Atlético Madrid,LaLiga
16,Right-Back,Sime Vrsaljko,1992-01-10,26,Croatia,Atlético Madrid,LaLiga
20,Right-Back,Juanfran,1985-01-09,33,Spain,Atlético Madrid,LaLiga
5,Defensive Midfield,Thomas,1993-06-13,24,Ghana,Atlético Madrid,LaLiga
6,Central Midfield,Koke,1992-01-08,26,Spain,Atlético Madrid,LaLiga
8,Central Midfield,Saúl Ñíguez,1994-11-21,23,Spain,Atlético Madrid,LaLiga
12,Central Midfield,Augusto Fernández,1986-04-10,31,Argentina,Atlético Madrid,LaLiga
14,Central Midfield,Gabi,1983-07-10,34,Spain,Atlético Madrid,LaLiga
10,Left Wing,Yannick Carrasco,1993-09-04,24,Belgium,Atlético Madrid,LaLiga
23,Left Wing,Vitolo,1989-11-02,28,Spain,Atlético Madrid,LaLiga
22,Left Wing,Nico Gaitán,1988-02-23,29,Argentina,Atlético Madrid,LaLiga
11,Secondary Striker,Ángel Correa,1995-03-09,22,Argentina,Atlético Madrid,LaLiga
7,Centre-Forward,Antoine Griezmann,1991-03-21,26,France,Atlético Madrid,LaLiga
18,Centre-Forward,Diego Costa,1988-10-07,29,Spain,Atlético Madrid,LaLiga
21,Centre-Forward,Kévin Gameiro,1987-05-09,30,France,Atlético Madrid,LaLiga
9,Centre-Forward,Fernando Torres,1984-03-20,33,Spain,Atlético Madrid,LaLiga
13,Keeper,Neto,1989-07-19,28,Brazil,Valencia CF,LaLiga
1,Keeper,Jaume Doménech,1990-11-05,27,Spain,Valencia CF,LaLiga
4,Centre-Back,Jeison Murillo,1992-05-27,25,Colombia,Valencia CF,LaLiga
5,Centre-Back,Gabriel Paulista,1990-11-26,27,Brazil,Valencia CF,LaLiga
24,Centre-Back,Ezequiel Garay,1986-10-10,31,Argentina,Valencia CF,LaLiga
3,Centre-Back,Rúben Vezo,1994-04-25,23,Portugal,Valencia CF,LaLiga
14,Left-Back,José Gayá,1995-05-25,22,Spain,Valencia CF,LaLiga
15,Left-Back,Toni Lato,1997-11-21,20,Spain,Valencia CF,LaLiga
21,Right-Back,Martín Montoya,1991-04-14,26,Spain,Valencia CF,LaLiga
30,Right-Back,Nacho Vidal,1995-01-24,22,Spain,Valencia CF,LaLiga
16,Central Midfield,Geoffrey Kondogbia,1993-02-15,24,France,Valencia CF,LaLiga
10,Central Midfield,Dani Parejo,1989-04-16,28,Spain,Valencia CF,LaLiga
6,Central Midfield,Nemanja Maksimovic,1995-01-26,22,Serbia,Valencia CF,LaLiga
18,Right Midfield,Carlos Soler,1997-01-02,21,Spain,Valencia CF,LaLiga
7,Left Wing,Gonçalo Guedes,1996-11-29,21,Portugal,Valencia CF,LaLiga
11,Left Wing,Andreas Pereira,1996-01-01,22,Brazil,Valencia CF,LaLiga
31,Left Wing,Nacho Gil,1995-09-09,22,Spain,Valencia CF,LaLiga
9,Centre-Forward,Simone Zaza,1991-06-25,26,Italy,Valencia CF,LaLiga
19,Centre-Forward,Rodrigo,1991-03-06,26,Spain,Valencia CF,LaLiga
8,Centre-Forward,Luciano Vietto,1993-12-05,24,Argentina,Valencia CF,LaLiga
22,Centre-Forward,Santi Mina,1995-12-07,22,Spain,Valencia CF,LaLiga
1,Keeper,Sergio Rico,1993-09-01,24,Spain,Sevilla FC,LaLiga
13,Keeper,David Soria,1993-04-04,24,Spain,Sevilla FC,LaLiga
5,Centre-Back,Clément Lenglet,1995-06-17,22,France,Sevilla FC,LaLiga
4,Centre-Back,Simon Kjaer,1989-03-26,28,Denmark,Sevilla FC,LaLiga
6,Centre-Back,Daniel Carriço,1988-08-04,29,Portugal,Sevilla FC,LaLiga
21,Centre-Back,Nicolás Pareja,1984-01-19,33,Argentina,Sevilla FC,LaLiga
8,Left-Back,Guilherme Arana,1997-04-14,20,Brazil,Sevilla FC,LaLiga
18,Left-Back,Sergio Escudero,1989-09-02,28,Spain,Sevilla FC,LaLiga
3,Left-Back,Lionel Carole,1991-04-12,26,France,Sevilla FC,LaLiga
2,Right-Back,Sébastien Corchia,1990-11-01,27,France,Sevilla FC,LaLiga
25,Right-Back,Gabriel Mercado,1987-03-18,30,Argentina,Sevilla FC,LaLiga
15,Defensive Midfield,Steven N'Zonzi,1988-12-15,29,France,Sevilla FC,LaLiga
14,Defensive Midfield,Guido Pizarro,1990-02-26,27,Argentina,Sevilla FC,LaLiga
12,Defensive Midfield,Johannes Geis,1993-08-17,24,Germany,Sevilla FC,LaLiga
10,Central Midfield,Éver Banega,1988-06-29,29,Argentina,Sevilla FC,LaLiga
7,Central Midfield,Michael Krohn-Dehli,1983-06-06,34,Denmark,Sevilla FC,LaLiga
22,Attacking Midfield,Franco Vázquez,1989-02-22,28,Italy,Sevilla FC,LaLiga
19,Attacking Midfield,Ganso,1989-10-12,28,Brazil,Sevilla FC,LaLiga
17,Left Wing,Pablo Sarabia,1992-05-11,25,Spain,Sevilla FC,LaLiga
